product_name,brand,category,price,promo_price,volume_ml,rating,review_count,shade_count,finish_type,coverage_level,skin_type,availability,source_url
Eaze Drop Blur + Smooth Tint Stick — 3,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-3
Eaze Drop Blur + Smooth Tint Stick — 18,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-18
Eaze Drop Blur + Smooth Tint Stick — 8,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-8
Pro Filt'r Soft Matte Powder Foundation — #480,Fenty Beauty,Foundations & Concealers,23.0,45.0,9.0,,,1,mat,léger,grasse,rupture,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-powder-foundation-480
Soft'lit Naturally Luminous Longwear Foundation — 230,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-230
Eaze Drop Blur + Smooth Tint Stick — 13,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-13
Soft'lit Naturally Luminous Longwear Foundation — 210,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-210
Eaze Drop Blur + Smooth Tint Stick — 6,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-6
Soft'lit Naturally Luminous Longwear Foundation — 185,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-185
Pro Filt'r Soft Matte Powder Foundation — #490,Fenty Beauty,Foundations & Concealers,23.0,45.0,9.0,,,1,mat,léger,grasse,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-powder-foundation-490
Soft'lit Naturally Luminous Longwear Foundation — 385,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-385
Eaze Drop Blur + Smooth Tint Stick — 12,Fenty Beauty,Foundations & Concealers,38.0,,12.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-12
Eaze Drop Blur + Smooth Tint Stick — 10,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-10
Soft'lit Naturally Luminous Longwear Foundation — 225,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-225
Soft'lit Naturally Luminous Longwear Foundation — 345,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-345
Soft'lit Naturally Luminous Longwear Foundation — 175,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-175
Eaze Drop Lightweight Blurring Skin Tint — 24,Fenty Beauty,Foundations & Concealers,38.0,,32.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-lightweight-blurring-skin-tint-24
Soft'lit Naturally Luminous Longwear Foundation — 370,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-370
Soft'lit Naturally Luminous Longwear Foundation — 360,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-360
Soft'lit Naturally Luminous Longwear Foundation — 170,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-170
Eaze Drop Blur + Smooth Tint Stick — 5,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-5
Soft'lit Naturally Luminous Longwear Foundation — 350,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-350
Soft'lit Naturally Luminous Longwear Foundation — 120,Fenty Beauty,Foundations & Concealers,39.9,,12.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-120
Soft'lit Naturally Luminous Longwear Foundation — 300,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-300
Soft'lit Naturally Luminous Longwear Foundation — 335,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-335
Soft'lit Naturally Luminous Longwear Foundation — 260,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-260
Soft'lit Naturally Luminous Longwear Foundation — 295,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-295
Soft'lit Naturally Luminous Longwear Foundation — 125,Fenty Beauty,Foundations & Concealers,39.9,,12.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-125
Soft'lit Naturally Luminous Longwear Foundation — 200,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-200
Pro Filt'r Soft Matte Longwear Foundation — #495,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,2,mat,couvrant,grasse,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-495
Soft'lit Naturally Luminous Longwear Foundation — 290,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-290
Soft'lit Naturally Luminous Longwear Foundation — 310,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-310
Soft'lit Naturally Luminous Longwear Foundation — 315,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-315
Soft'lit Naturally Luminous Longwear Foundation — 190,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-190
Soft'lit Naturally Luminous Longwear Foundation — 235,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-235
Soft'lit Naturally Luminous Longwear Foundation — 280,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-280
Soft'lit Naturally Luminous Longwear Foundation — 330,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-330
Soft'lit Naturally Luminous Longwear Foundation — 240,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-240
Pro Filt'r Soft Matte Longwear Foundation — #498,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,2,mat,couvrant,grasse,en stock,https://fentybeauty.com/en-fr/products/pro-filtr-soft-matte-longwear-foundation-498
Soft'lit Naturally Luminous Longwear Foundation — 220,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-220
